       Document_No  Dominant_Topic  Topic_Perc_Contrib                                           Keywords                                               Text
18141        18141             1.0              0.0625  disea, associ, liver, disord, abnorm, injuri, ...  cannul injuri of the radial arteri diagnosi an...
18142        18142             7.0              0.0872  patient, receiv, pulmonari, describ, seizur, i...  five patient experienc increas intraocular pre...
18143        18143             9.0              0.0764  day, dose, administr, oral, receiv, intraven, ...  she recov from the event without appar chronic...
18144        18144            18.0              0.0789  patient, therapi, chemotherapi, treat, progres...  the effect of region perfus treatment on recur...
18145        18145            14.0              0.1048  infect, transplant, blood, patient, immunosupp...  although tandem scan confoc microscopi of acan...
18146        18146             3.0              0.0833  patient, wa, treat, month, year, combin, time,...  it mandat emerg open heart surgeri if hemostas...
18147        18147            10.0              0.0792  patient, toxic, sever, treatment, develop, res...      narcolepsi paranoid psychosi and analept abus
18148        18148             9.0              0.0614  day, dose, administr, oral, receiv, intraven, ...  thi had been given system dure the patient las...
18149        18149             6.0              0.0763  show, diagnosi, reveal, biopsi, examin, cell, ...  in case of mild increment of eosinophil and if...
18150        18150            17.0              0.0996  develop, yearold, woman, present, week, man, f...  a 52yearold woman suffer from chronic activ he...
18151        18151            14.0              0.1462  infect, transplant, blood, patient, immunosupp...  venoocclus diseas vod of the liver is mainli d...
18152        18152            12.0              0.0828  wa, symptom, follow, initi, discontinu, result...  eight month after the initi of therapi he deve...
18153        18153            11.0              0.1121  case, report, thi, describ, present, previous,...               design noncompar intervent case seri
18154        18154            15.0              0.0802  therapi, dure, sever, occur, patient, due, tre...  in all case respons to corticosteroid wa unsat...
18155        18155            14.0              0.0847  infect, transplant, blood, patient, immunosupp...  he relaps a month later with enterococcu galli...
18156        18156            14.0              0.0673  infect, transplant, blood, patient, immunosupp...            she had no other caus of immunosuppress
18157        18157             2.0              0.0804  pain, inject, complet, complic, success, surge...  transient paralysi associ with epidur steroid ...
18158        18158            14.0              0.0750  infect, transplant, blood, patient, immunosupp...  there wa a progress increment in corneal thick...
18159        18159             6.0              0.1011  show, diagnosi, reveal, biopsi, examin, cell, ...  one week after the termin of ifn therapi tshre...
18160        18160            19.0              0.0838  level, improv, normal, increas, serum, increa,...  in both case csf pleocytosi wa limit to 20 or ...
18161        18161            18.0              0.0770  patient, therapi, chemotherapi, treat, progres...  there may be a synergist effect when corticost...
18162        18162            16.0              0.0851  clinic, studi, find, respon, method, signific,...  conclus serial amniocentesi may place patient ...
18163        18163             6.0              0.1190  show, diagnosi, reveal, biopsi, examin, cell, ...  method diagnost aid includ routin histolog and...
18164        18164            11.0              0.1064  case, report, thi, describ, present, previous,...  in conclus the present case report illustr a n...
18165        18165            19.0              0.1265  level, improv, normal, increas, serum, increa,...  review of the literatur lead us to propos the ...
18166        18166            13.0              0.1045  acut, renal, patient, failur, chronic, hepat, ...  it usual occur in patient with impair renal fu...
18167        18167            11.0              0.0911  case, report, thi, describ, present, previous,...  in thi brief report we present case of success...
18168        18168            14.0              0.0726  infect, transplant, blood, patient, immunosupp...  her initi clinic present suggest postop infect...
18169        18169             6.0              0.0899  show, diagnosi, reveal, biopsi, examin, cell, ...         cultur and cytolog of lavag fluid were neg
18170        18170            10.0              0.0764  patient, toxic, sever, treatment, develop, res...  develop of hairi cell leukemia in a patient af...
18171        18171             4.0              0.0918  treatment, thi, corticosteroid, side_effect, s...  a 14yearold girl dwarf by system diseas and lo...
18172        18172             5.0              0.0962  thi, review, medic, manag, literatur, import, ...  the avail of atyp antipsychot agent repres a s...
18173        18173             3.0              0.1136  patient, wa, treat, month, year, combin, time,...  a 37yearold femal patient wa diagnos with ulce...
18174        18174            12.0              0.1138  wa, symptom, follow, initi, discontinu, result...  there are a few case report on hair loss assoc...
18175        18175            11.0              0.0865  case, report, thi, describ, present, previous,...                                        case report
18176        18176             2.0              0.0726  pain, inject, complet, complic, success, surge...  these lesion develop within the port site dure...
18177        18177             5.0              0.0636  thi, review, medic, manag, literatur, import, ...    dure 6 week of monitor arrhythmia did not recur
18178        18178            11.0              0.0833  case, report, thi, describ, present, previous,...  to our knowledg thi is the first report of m m...
18179        18179             3.0              0.0942  patient, wa, treat, month, year, combin, time,...  all were femal age rang 43 to 73 mean 617 year...
18180        18180            15.0              0.0903  therapi, dure, sever, occur, patient, due, tre...  osteonecrosi of the jaw is an uncommon consequ...
18181        18181            16.0              0.0800  clinic, studi, find, respon, method, signific,...  it is a dibenzothiazepin deriv and show simila...
18182        18182            12.0              0.0876  wa, symptom, follow, initi, discontinu, result...  rapid improv of delusion depress follow drugin...
18183        18183             1.0              0.1082  disea, associ, liver, disord, abnorm, injuri, ...  impuls control disord and patholog gambl in pa...
18184        18184             3.0              0.1461  patient, wa, treat, month, year, combin, time,...  three girl two age 12 year and one age 17 year...
18185        18185             7.0              0.0697  patient, receiv, pulmonari, describ, seizur, i...  both patient with nm had been treat with neuro...
18186        18186             7.0              0.0665  patient, receiv, pulmonari, describ, seizur, i...  but when corticosteroid eyedrop were ad there ...
18187        18187             2.0              0.0938  pain, inject, complet, complic, success, surge...  the shunt infect of the second patient wa trea...
18188        18188            14.0              0.0982  infect, transplant, blood, patient, immunosupp...  corynebacterium group jk pathogen in cerebrosp...
18189        18189            17.0              0.1154  develop, yearold, woman, present, week, man, f...  an 8yearold boy treat with a short cours of st...
18190        18190            18.0              0.1057  patient, therapi, chemotherapi, treat, progres...  thi case suggest that highli angiogen tumour s...
18191        18191             2.0              0.0948  pain, inject, complet, complic, success, surge...  all four patient in thi studi were treat with ...
18192        18192            14.0              0.1280  infect, transplant, blood, patient, immunosupp...  a case of isol nocardia asteroid brain abscess...
18193        18193            17.0              0.1048  develop, yearold, woman, present, week, man, f...  a 13yearold girl with acut lymphocyt leukemia ...
18194        18194            18.0              0.0932  patient, therapi, chemotherapi, treat, progres...  at thi time 1994 esophagogram and esophagogast...
18195        18195             8.0              0.0758  caus, possibl, conclus, complic, rare, suggest...           t mucoid is a rare caus of system infect
18196        18196             6.0              0.1155  show, diagnosi, reveal, biopsi, examin, cell, ...  patient examin 3 month after surgeri reveal a ...
18197        18197            15.0              0.0859  therapi, dure, sever, occur, patient, due, tre...  lukesroosevelt hospit of the 4 studi patient w...
18198        18198             8.0              0.0906  caus, possibl, conclus, complic, rare, suggest...  sarcoidosi is a chronic granulomat multisystem...
18199        18199             6.0              0.0962  show, diagnosi, reveal, biopsi, examin, cell, ...  result of hi mycolog examin and cultur came ba...
18200        18200            10.0              0.0828  patient, toxic, sever, treatment, develop, res...  result dual desensit result in mark improv in ...
18201        18201             7.0              0.1016  patient, receiv, pulmonari, describ, seizur, i...  we postul that pulmonari gvhd and pulmonari in...
18202        18202             9.0              0.0917  day, dose, administr, oral, receiv, intraven, ...  phytonadion 10 mg wa administ subcutan and war...
18203        18203             2.0              0.0859  pain, inject, complet, complic, success, surge...  thi paper report a case of periton by nocardia...
18204        18204            16.0              0.0757  clinic, studi, find, respon, method, signific,...  the subject were confin to femal patient to ex...
18205        18205             9.0              0.0891  day, dose, administr, oral, receiv, intraven, ...  we suspect that improp techniqu result in an i...
18206        18206            12.0              0.0800  wa, symptom, follow, initi, discontinu, result...  discontinu of mmf wa follow by a rapid and spo...
18207        18207            17.0              0.0852  develop, yearold, woman, present, week, man, f...  a 55 yearold man had been follow for chronic h...
18208        18208            16.0              0.0804  clinic, studi, find, respon, method, signific,...  clozapin treatment of borderlin patient a prel...
18209        18209            19.0              0.0875  level, improv, normal, increas, serum, increa,...  dure trimethadion treatment impair exocrin pan...
18210        18210             9.0              0.1266  day, dose, administr, oral, receiv, intraven, ...  on day 23 of vareniclin therapi he receiv and ...
18211        18211            15.0              0.0789  therapi, dure, sever, occur, patient, due, tre...  benefici effect of telmisartan in an hiv diabe...
18212        18212            10.0              0.0798  patient, toxic, sever, treatment, develop, res...  coexist of hereditari angioedema and turner sy...
18213        18213             5.0              0.1262  thi, review, medic, manag, literatur, import, ...  we discuss the possibl role of use immunomodul...
18214        18214             9.0              0.0932  day, dose, administr, oral, receiv, intraven, ...  optic disc swell wa resolv on high dose of int...
18215        18215            14.0              0.0982  infect, transplant, blood, patient, immunosupp...  dissemin toxoplasmosi with pulmonari involv af...
18216        18216            15.0              0.0849  therapi, dure, sever, occur, patient, due, tre...  nevertheless overdosag and intox are well docu...
18217        18217             5.0              0.0935  thi, review, medic, manag, literatur, import, ...  moreov littl inform on the manag of thi easili...
18218        18218            16.0              0.0926  clinic, studi, find, respon, method, signific,...  test prove a sever type iv contact allergi res...
18219        18219             6.0              0.1776  show, diagnosi, reveal, biopsi, examin, cell, ...  two patient were found to have a posit ana at ...
18220        18220            10.0              0.0792  patient, toxic, sever, treatment, develop, res...       thi treatment result in remiss of the vascul
18221        18221            15.0              0.0833  therapi, dure, sever, occur, patient, due, tre...  howev we did not know of the previou tragedi n...
18222        18222             5.0              0.0648  thi, review, medic, manag, literatur, import, ...  the patient wa otherwis healthi and take no medic
18223        18223             5.0              0.0757  thi, review, medic, manag, literatur, import, ...  clinic relev pancreat neoplasm are associ with...
18224        18224            12.0              0.0941  wa, symptom, follow, initi, discontinu, result...  cutan lesion resolv two week after the drug wa...
18225        18225            14.0              0.0744  infect, transplant, blood, patient, immunosupp...  our case suggest that the peripher venou acces...
18226        18226             0.0              0.0750  drug, syndrom, reaction, effect, associ, adver...  she develop darkr color on her hand at the fou...
18227        18227             6.0              0.1924  show, diagnosi, reveal, biopsi, examin, cell, ...  cytogenet studi reveal an abnorm karyotyp with...
18228        18228            16.0              0.1189  clinic, studi, find, respon, method, signific,...  magnet reson imag brain show featur of posteri...
18229        18229             5.0              0.0648  thi, review, medic, manag, literatur, import, ...  inhibit of cytochrom p450 seem to be an import...
18230        18230             6.0              0.0738  show, diagnosi, reveal, biopsi, examin, cell, ...  earli neurovascular andor neurometabol imag id...
18231        18231             5.0              0.0717  thi, review, medic, manag, literatur, import, ...            in each case a surgic opinion wa requir
18232        18232            14.0              0.1063  infect, transplant, blood, patient, immunosupp...  we report a rare case of acanthamoeba kerat re...
18233        18233             9.0              0.0899  day, dose, administr, oral, receiv, intraven, ...  the patient rapidli respond to intraven ampici...
18234        18234            18.0              0.1484  patient, therapi, chemotherapi, treat, progres...  a fiftyfiveyearold male patient underw total l...
18235        18235             6.0              0.0970  show, diagnosi, reveal, biopsi, examin, cell, ...  he experienc stiff myalgia and classic rippl w...
18236        18236            17.0              0.1188  develop, yearold, woman, present, week, man, f...  a 10yearold femal with atop eczema develop ecz...
18237        18237            15.0              0.0883  therapi, dure, sever, occur, patient, due, tre...  druginduc rhabdomyolysi dure pregnanc is extre...
18238        18238            17.0              0.0770  develop, yearold, woman, present, week, man, f...  cutan lichenoid erupt can aris as a result of ...
18239        18239             9.0              0.0798  day, dose, administr, oral, receiv, intraven, ...  therefor dose were adapt on the 3rd day of the...
18240        18240             8.0              0.0723  caus, possibl, conclus, complic, rare, suggest...                        sever complic are rare seen
18241        18241             8.0              0.0980  caus, possibl, conclus, complic, rare, suggest...        exclus of other caus strengthen thi conclus
18242        18242             9.0              0.0738  day, dose, administr, oral, receiv, intraven, ...  although the patient had no symptom 10 hour af...
18243        18243             1.0              0.1071  disea, associ, liver, disord, abnorm, injuri, ...  a 53yearold postmenopaus woman who had a famil...
18244        18244             0.0              0.0913  drug, syndrom, reaction, effect, associ, adver...  becaus new drug therapi have been develop it i...
18245        18245             1.0              0.1339  disea, associ, liver, disord, abnorm, injuri, ...  although it is usual clinic silent such spasm ...
18246        18246             6.0              0.1448  show, diagnosi, reveal, biopsi, examin, cell, ...  indirect immunoelectron microscopi show antibo...
18247        18247            17.0              0.0970  develop, yearold, woman, present, week, man, f...  an 84yearold woman wa admit to the hospit for ...
18248        18248            18.0              0.1082  patient, therapi, chemotherapi, treat, progres...  botulinum toxin for palli treatment of epiphor...
18249        18249             4.0              0.0697  treatment, thi, corticosteroid, side_effect, s...           thi wa not associ with hemorrhag problem
18250        18250             4.0              0.0891  treatment, thi, corticosteroid, side_effect, s...  context acut pancreat ha been report in a few ...
18251        18251            11.0              0.0692  case, report, thi, describ, present, previous,...  a tdm consult discuss the case in the context ...
18252        18252            15.0              0.0776  therapi, dure, sever, occur, patient, due, tre...  the lactic acidosi occur in the absenc of mito...
18253        18253             9.0              0.1066  day, dose, administr, oral, receiv, intraven, ...  hi weekli warfarin dose wa increas by approxim...
18254        18254             6.0              0.0996  show, diagnosi, reveal, biopsi, examin, cell, ...  although these eight patient had shown variou ...
18255        18255             4.0              0.0782  treatment, thi, corticosteroid, side_effect, s...  in addit to antimicrobi therapi treatment usua...
18256        18256             9.0              0.0648  day, dose, administr, oral, receiv, intraven, ...        the vitriti episod resolv after 2 to 9 week
18257        18257             5.0              0.0795  thi, review, medic, manag, literatur, import, ...  conclus cyproheptadin may be a use adjunct to ...
18258        18258            16.0              0.0764  clinic, studi, find, respon, method, signific,...  interferonalpha affect the immun respons in po...
18259        18259            14.0              0.1055  infect, transplant, blood, patient, immunosupp...  treatment with proteas inhibitor in some perso...
18260        18260             9.0              0.0782  day, dose, administr, oral, receiv, intraven, ...  high dose methotrex would appear contraind in ...
18261        18261             8.0              0.0717  caus, possibl, conclus, complic, rare, suggest...  eosinophil cystiti is a rare and poorli unders...
18262        18262             7.0              0.0815  patient, receiv, pulmonari, describ, seizur, i...  comput tomographi ct of the brain show onli mi...
18263        18263             9.0              0.0865  day, dose, administr, oral, receiv, intraven, ...  patient wa given 4 mg of subtenon triamcinolon...
18264        18264            17.0              0.0876  develop, yearold, woman, present, week, man, f...  two patient age 44 and 68 year present with ge...
18265        18265            18.0              0.2005  patient, therapi, chemotherapi, treat, progres...  the occurr of treatmentrel hematolog malign af...
18266        18266            11.0              0.0977  case, report, thi, describ, present, previous,...          a case report and review of the literatur
18267        18267             6.0              0.0795  show, diagnosi, reveal, biopsi, examin, cell, ...  there wa complet recoveri of hair loss and the...
18268        18268             2.0              0.0829  pain, inject, complet, complic, success, surge...  essenti thrombocythemia is character by increa...
18269        18269            19.0              0.0772  level, improv, normal, increas, serum, increa,...  in four patient the maximum st elev wa greater...
18270        18270             8.0              0.0744  caus, possibl, conclus, complic, rare, suggest...  risk and benefit should be serious consid befo...
18271        18271             8.0              0.1051  caus, possibl, conclus, complic, rare, suggest...  we present a brief review of the mechan of act...
18272        18272             1.0              0.0712  disea, associ, liver, disord, abnorm, injuri, ...  malign hyperthermia mh in human is usual trigg...
18273        18273            13.0              0.0763  acut, renal, patient, failur, chronic, hepat, ...  herein we report the success treatment of inva...
18274        18274             8.0              0.1140  caus, possibl, conclus, complic, rare, suggest...  possibl interact between the put hyperact dopa...
18275        18275             6.0              0.0838  show, diagnosi, reveal, biopsi, examin, cell, ...  clinic trial have shown that atyp drug such as...
18276        18276             5.0              0.0774  thi, review, medic, manag, literatur, import, ...  thi case demonstr that sever anterior uveiti m...
18277        18277            17.0              0.0872  develop, yearold, woman, present, week, man, f...  they present with circumscrib bluegrey pigment...
18278        18278             1.0              0.0804  disea, associ, liver, disord, abnorm, injuri, ...  druginduc hepatotox is an import caus of hepat...
18279        18279            19.0              0.1081  level, improv, normal, increas, serum, increa,...  he gradual improv and hi biochem marker return...
18280        18280            19.0              0.1102  level, improv, normal, increas, serum, increa,...  her serum total cholesterol wa 515 mgdl and tr...
18281        18281             8.0              0.1466  caus, possibl, conclus, complic, rare, suggest...  to discuss the possibl mechan of action and hi...
18282        18282             5.0              0.1508  thi, review, medic, manag, literatur, import, ...  although it is veri rare care monitor and read...
18283        18283            14.0              0.1141  infect, transplant, blood, patient, immunosupp...      pacemak pocket infect due to acremonium speci
18284        18284            18.0              0.1216  patient, therapi, chemotherapi, treat, progres...  the patient began her prescrib radiat therapi ...
18285        18285             2.0              0.0880  pain, inject, complet, complic, success, surge...  monitor of the prothrombin time for cephalospo...
18286        18286            14.0              0.0804  infect, transplant, blood, patient, immunosupp...  the second is a case of superfici invas of can...
18287        18287            16.0              0.0764  clinic, studi, find, respon, method, signific,...  these find suggest that gl might inhibit hiv1 ...
18288        18288             7.0              0.0833  patient, receiv, pulmonari, describ, seizur, i...                           cerebr embol studi group
18289        18289            14.0              0.0847  infect, transplant, blood, patient, immunosupp...  we present a pediatr patient who develop cutan...
18290        18290             3.0              0.1028  patient, wa, treat, month, year, combin, time,...  after 3 month of combin therapi lam wa stop an...
18291        18291             4.0              0.0772  treatment, thi, corticosteroid, side_effect, s...  unfortun not all patient respond to these trea...
18292        18292             9.0              0.0625  day, dose, administr, oral, receiv, intraven, ...  within week of initi of baclofen treatment the...
18293        18293            14.0              0.0956  infect, transplant, blood, patient, immunosupp...  we believ that total cyclosporin withdraw is f...
18294        18294             8.0              0.1103  caus, possibl, conclus, complic, rare, suggest...  the present case illustr that a combin overdos...
18295        18295            11.0              0.0820  case, report, thi, describ, present, previous,...  case a perimenopaus woman wa treat with acet a...
18296        18296             1.0              0.0917  disea, associ, liver, disord, abnorm, injuri, ...  ballist movement ceas after administr of halop...
18297        18297            18.0              0.0800  patient, therapi, chemotherapi, treat, progres...  hysterectomi reveal benign endometri megapolyp...
18298        18298             1.0              0.0764  disea, associ, liver, disord, abnorm, injuri, ...  latedevelop but selflimit neuropsychiatr compl...
18299        18299             6.0              0.0763  show, diagnosi, reveal, biopsi, examin, cell, ...  follow we perform a doubleblind oral challeng ...
18300        18300             0.0              0.0776  drug, syndrom, reaction, effect, associ, adver...  the drug wide use in gastroenterolog and gynae...
18301        18301            15.0              0.0811  therapi, dure, sever, occur, patient, due, tre...  six month later amiodaron treatment wa reinsta...
18302        18302            18.0              0.0923  patient, therapi, chemotherapi, treat, progres...  colonoscopi reveal a duke stage b colon adenoc...
18303        18303             5.0              0.0833  thi, review, medic, manag, literatur, import, ...  thi is an import pitfal becaus when diagnos ea...
18304        18304            19.0              0.1011  level, improv, normal, increas, serum, increa,...  signific bleed from retroperiton hematoma is m...
18305        18305            16.0              0.1202  clinic, studi, find, respon, method, signific,...  all patient underw radiolog investig for tumou...
18306        18306             7.0              0.0807  patient, receiv, pulmonari, describ, seizur, i...      tetracyclineinduc benign intracrani hypertens
18307        18307            19.0              0.1929  level, improv, normal, increas, serum, increa,...  further investig reveal hyponatremia 112 meql ...
18308        18308             4.0              0.0660  treatment, thi, corticosteroid, side_effect, s...                both the psoriasi and the hcl clear
18309        18309             4.0              0.0859  treatment, thi, corticosteroid, side_effect, s...  although the role of antipsychot in thi situat...
18310        18310            19.0              0.1280  level, improv, normal, increas, serum, increa,...  a renal rout of potassium loss wa suspect but ...
18311        18311             3.0              0.0625  patient, wa, treat, month, year, combin, time,...  in one of the patient the hyperkalemia wa asso...
18312        18312            13.0              0.0884  acut, renal, patient, failur, chronic, hepat, ...  three patient who receiv more than 1100 mgm2 d...
18313        18313            14.0              0.1083  infect, transplant, blood, patient, immunosupp...  he develop vzv reinfect without skin lesion af...
18314        18314            18.0              0.1288  patient, therapi, chemotherapi, treat, progres...  complet disappear of the primari tumor and inv...
18315        18315            12.0              0.0989  wa, symptom, follow, initi, discontinu, result...  ten day after withdraw of pentasa he wa admit ...
18316        18316            11.0              0.0945  case, report, thi, describ, present, previous,...  to our knowledg avp follow therapi with tnfalp...
18317        18317             5.0              0.1140  thi, review, medic, manag, literatur, import, ...  controversi as to what constitut a safe and ef...
18318        18318             0.0              0.1140  drug, syndrom, reaction, effect, associ, adver...  antiepilept drug hypersensit syndrom in vitro ...
18319        18319             4.0              0.1102  treatment, thi, corticosteroid, side_effect, s...  he wa treat with topic steroid with heal of th...
18320        18320             6.0              0.0824  show, diagnosi, reveal, biopsi, examin, cell, ...  result the patient skin prick test with commer...
18321        18321            16.0              0.0789  clinic, studi, find, respon, method, signific,...  ani psychotrop of littl clinic signific were t...
18322        18322            13.0              0.0758  acut, renal, patient, failur, chronic, hepat, ...  black cohosh and other herbal remedi associ wi...
18323        18323            12.0              0.0923  wa, symptom, follow, initi, discontinu, result...  an epinephrin inject wa administ and the boy i...
18324        18324            18.0              0.1139  patient, therapi, chemotherapi, treat, progres...  oxaliplatin is a new platinum deriv that ha si...
18325        18325             6.0              0.0815  show, diagnosi, reveal, biopsi, examin, cell, ...  patient were follow up clinic with slitlamp ex...
18326        18326            19.0              0.0966  level, improv, normal, increas, serum, increa,...  fourteen day after discontinu of gcsf therapi ...
18327        18327             7.0              0.0792  patient, receiv, pulmonari, describ, seizur, i...  herein we present a woman with bilater lower e...
18328        18328            14.0              0.0991  infect, transplant, blood, patient, immunosupp...  blood and bone marrow morpholog and the karyot...
18329        18329             0.0              0.0804  drug, syndrom, reaction, effect, associ, adver...  the use of sulfonylurea medic in the treatment...
18330        18330             1.0              0.0913  disea, associ, liver, disord, abnorm, injuri, ...  the mechan by which these agent interact to pr...
18331        18331             4.0              0.0780  treatment, thi, corticosteroid, side_effect, s...  our experi with the two case report here ha le...
18332        18332            13.0              0.0833  acut, renal, patient, failur, chronic, hepat, ...  eleven day after tae he develop suppur cholang...
18333        18333             9.0              0.0891  day, dose, administr, oral, receiv, intraven, ...  he now realis that he had eaten a chocol cake ...
18334        18334            19.0              0.1884  level, improv, normal, increas, serum, increa,...  in addit testosteron supplement is frequent re...
18335        18335             5.0              0.0917  thi, review, medic, manag, literatur, import, ...  in case of chronic corneal disturb we recommen...
18336        18336             6.0              0.0833  show, diagnosi, reveal, biopsi, examin, cell, ...  these mutat were not present in sampl obtain d...
18337        18337            18.0              0.0797  patient, therapi, chemotherapi, treat, progres...  after irradi of onli the right eye the rat wer...
18338        18338            19.0              0.0965  level, improv, normal, increas, serum, increa,...  after 36 h the hyponatrem episod improv after ...
18339        18339            11.0              0.0776  case, report, thi, describ, present, previous,...  pipotiazin palmit a long act drug inde a case ...
18340        18340             2.0              0.0923  pain, inject, complet, complic, success, surge...  chest wall actinomycosi in associ with the use...
18341        18341             1.0              0.0784  disea, associ, liver, disord, abnorm, injuri, ...  acut adren insuffici after largedos glucocorti...
18342        18342            14.0              0.0758  infect, transplant, blood, patient, immunosupp...  she had been administ tacrolimu for prophylaxi...
18343        18343            11.0              0.0758  case, report, thi, describ, present, previous,...  probabl loop diureticinduc pancreat in a sulfo...
18344        18344             4.0              0.0817  treatment, thi, corticosteroid, side_effect, s...  compar to the normal studi protocol sideeffect...
18345        18345            19.0              0.1023  level, improv, normal, increas, serum, increa,...  her laboratori find were as follow platelet co...
18346        18346             9.0              0.0962  day, dose, administr, oral, receiv, intraven, ...  ptx 800 mg d1 and vite 1000 u d1 oral administ...
18347        18347             3.0              0.1958  patient, wa, treat, month, year, combin, time,...  the patient median age wa 215 year rang 16 to ...
18348        18348             5.0              0.0887  thi, review, medic, manag, literatur, import, ...  these data support the hypothesi that a defect...
18349        18349             8.0              0.0842  caus, possibl, conclus, complic, rare, suggest...  the frequent use of neurolept drug in the trea...
18350        18350            13.0              0.1257  acut, renal, patient, failur, chronic, hepat, ...  acut renal failur requir dialysi but with subs...
18351        18351             4.0              0.1008  treatment, thi, corticosteroid, side_effect, s...  sinc the 3 patient were rel old averag age 72 ...
18352        18352             2.0              0.1064  pain, inject, complet, complic, success, surge...  to keep the arteri patent ic streptokinas had ...
18353        18353             0.0              0.0926  drug, syndrom, reaction, effect, associ, adver...  we report an unusu case of thrombocytopenia as...
18354        18354            13.0              0.0744  acut, renal, patient, failur, chronic, hepat, ...  the presenc of a myopathi could render thi pat...
18355        18355             1.0              0.1065  disea, associ, liver, disord, abnorm, injuri, ...  when enzym level in the proband and rel were c...
18356        18356            13.0              0.0694  acut, renal, patient, failur, chronic, hepat, ...  despit cessat of daunomycin she demonstr fluct...
18357        18357            11.0              0.0948  case, report, thi, describ, present, previous,...  the author present the first report case of to...
18358        18358            14.0              0.0983  infect, transplant, blood, patient, immunosupp...  we report a patient with posttranspl lymphoma ...
18359        18359            13.0              0.0867  acut, renal, patient, failur, chronic, hepat, ...  diagnosi is often difficult and is typic onli ...
18360        18360             6.0              0.0731  show, diagnosi, reveal, biopsi, examin, cell, ...  the pupil dilat more wide follow thi procedur ...
18361        18361            13.0              0.0804  acut, renal, patient, failur, chronic, hepat, ...  acut pancreat is a rare but sever complic of tace
18362        18362             0.0              0.0873  drug, syndrom, reaction, effect, associ, adver...  agranulocytosi is a disord character by a seve...
18363        18363            15.0              0.1038  therapi, dure, sever, occur, patient, due, tre...                    norethisteron and gestat diabet
18364        18364             3.0              0.0951  patient, wa, treat, month, year, combin, time,...  five month later the patient wa diagnos as mhs...
18365        18365             4.0              0.1048  treatment, thi, corticosteroid, side_effect, s...  result the use of ect in patient with mg is a ...
18366        18366            11.0              0.0731  case, report, thi, describ, present, previous,...  cholin magnesium trisalicyl wa then administ i...
18367        18367            14.0              0.0965  infect, transplant, blood, patient, immunosupp...  in renal transplant recipi it ha previous been...
18368        18368             3.0              0.0648  patient, wa, treat, month, year, combin, time,...  four occur in combin with mtx one with adalimumab
18369        18369             4.0              0.0929  treatment, thi, corticosteroid, side_effect, s...  data on efficaci of late administr of oxim par...
18370        18370            18.0              0.0685  patient, therapi, chemotherapi, treat, progres...  one patient wa treat with disothiazid for prem...
18371        18371             2.0              0.1250  pain, inject, complet, complic, success, surge...  compar hi coronari angiogram with those obtain...
18372        18372            19.0              0.0972  level, improv, normal, increas, serum, increa,...  these result suggest that the slow clearanc of...
18373        18373             7.0              0.0797  patient, receiv, pulmonari, describ, seizur, i...  mani combin of methotrex and folic or folin ac...
18374        18374            12.0              0.1102  wa, symptom, follow, initi, discontinu, result...  effect treatment of coprophagia in a patient w...
18375        18375             8.0              0.0784  caus, possibl, conclus, complic, rare, suggest...  the second case depict acut cn toxic with know...
18376        18376            17.0              0.0908  develop, yearold, woman, present, week, man, f...  in thi case report osteonecrosi of the maxilla...
18377        18377            17.0              0.0932  develop, yearold, woman, present, week, man, f...  method a 54 yearold male wa treat with alendro...
18378        18378             5.0              0.0819  thi, review, medic, manag, literatur, import, ...  henc desensit would be essenti and may be acco...
18379        18379             4.0              0.1085  treatment, thi, corticosteroid, side_effect, s...  intraven methotrex is an effect adjunct to ste...
18380        18380             9.0              0.1393  day, dose, administr, oral, receiv, intraven, ...  in order to prevent gvhd csa alon wa administ ...
18381        18381            13.0              0.0905  acut, renal, patient, failur, chronic, hepat, ...  hypotens shock and angiooedema from angiotensi...
18382        18382             9.0              0.0899  day, dose, administr, oral, receiv, intraven, ...  cholestyramin washout and prednisolon 60 mgday...
18383        18383             2.0              0.0959  pain, inject, complet, complic, success, surge...  after treatment with recombin tissu plasminoge...
18384        18384             4.0              0.1172  treatment, thi, corticosteroid, side_effect, s...  thi drug ha been use for treatment of human ma...
18385        18385             7.0              0.1011  patient, receiv, pulmonari, describ, seizur, i...  along with receiv multipl other drug the patie...
18386        18386             3.0              0.1568  patient, wa, treat, month, year, combin, time,...  while the 2 patient without reexposur to etane...
18387        18387             1.0              0.0967  disea, associ, liver, disord, abnorm, injuri, ...  both were alcohol malnourish and present with ...
18388        18388            16.0              0.0867  clinic, studi, find, respon, method, signific,...  the result of our investig were inconclus but ...
18389        18389            19.0              0.0804  level, improv, normal, increas, serum, increa,...  within four week after initi of chemotherapi t...
18390        18390             6.0              0.0776  show, diagnosi, reveal, biopsi, examin, cell, ...  diagnosi is made by clinic suspicion and exclu...
18391        18391            14.0              0.0833  infect, transplant, blood, patient, immunosupp...  the atl prove refractori to chemotherapi and h...
18392        18392            14.0              0.0883  infect, transplant, blood, patient, immunosupp...  nineteen month after diagnosi her mother gave ...
18393        18393            16.0              0.0818  clinic, studi, find, respon, method, signific,...  the clinic pictur and efficaci of mirtazapin w...
18394        18394            17.0              0.0873  develop, yearold, woman, present, week, man, f...  we report a case of a 74yearold man with chron...
18395        18395             1.0              0.0859  disea, associ, liver, disord, abnorm, injuri, ...  fortythre of 101 outpati with parkinson report...
18396        18396            15.0              0.0833  therapi, dure, sever, occur, patient, due, tre...  vitamin k2 wa infus along with discontinu of w...
